Date,Open,High,Low,Close,Volume
04-10-2018 15:30,1462.85,1478.63,1462.85,1468.8,592266
04-11-2018 15:30,1475.3,1512.5,1472.8,1507.08,1562208
04-12-2018 15:30,1505,1575,1503.98,1569.63,3057180
4/13/2018 15:30:00,1575,1620.4,1566.05,1576.65,4089559
4/16/2018 15:30:00,1558,1599.98,1555.38,1593.83,3135137
4/17/2018 15:30:00,1593.83,1597.48,1573.6,1583.3,1650862
4/18/2018 15:30:00,1583,1596.73,1572.93,1579.55,1216533
4/19/2018 15:30:00,1589.95,1608.6,1582.88,1595.58,2410476
4/20/2018 15:30:00,1625,1711.18,1620,1701.23,9232831
4/23/2018 15:30:00,1712,1778.95,1694.78,1704.33,7592955
4/24/2018 15:30:00,1705,1721.58,1671.25,1692.83,4157168
4/25/2018 15:30:00,1692.5,1741.5,1682.53,1735.13,4098287
4/26/2018 15:30:00,1733.5,1780,1733.5,1769.63,6067517
4/27/2018 15:30:00,1762.5,1772,1710,1725.98,2250665
4/30/2018 15:30:00,1725.98,1774.5,1718.8,1766.05,1729279
05-02-2018 15:30,1765.25,1766.1,1735.65,1749.88,1579023
05-03-2018 15:30,1754.9,1763,1735.2,1740.93,1880775
05-04-2018 15:30,1746,1748.5,1735,1740.38,1173622
05-07-2018 15:30,1745,1745,1705.45,1710.48,1742213
05-08-2018 15:30,1717.35,1743.25,1698.35,1720.6,1496410
05-09-2018 15:30,1720.1,1747.38,1720.1,1744.65,1307525
05-10-2018 15:30,1751.48,1755.58,1720.1,1725.63,1929339
05-11-2018 15:30,1727.1,1742.5,1721.25,1728.48,1313938
5/14/2018 15:30:00,1728.5,1735.5,1705.4,1716.78,1216947
5/15/2018 15:30:00,1725,1747.9,1716.85,1741.2,976445
5/16/2018 15:30:00,1739.98,1754.5,1737.63,1746.95,824225
5/17/2018 15:30:00,1756.48,1766.58,1738,1745.9,1484024
5/18/2018 15:30:00,1740.4,1758.85,1729,1751.03,937498
5/21/2018 15:30:00,1764.35,1796,1759.03,1778.38,1723089
5/22/2018 15:30:00,1779,1787.48,1746.85,1754.45,928708
5/23/2018 15:30:00,1762.5,1772.5,1740.5,1747.55,753649
5/24/2018 15:30:00,1755,1807.5,1751.18,1801.85,1481158
5/25/2018 15:30:00,1812.5,1837.4,1786.28,1792.9,1884886
5/28/2018 15:30:00,1808.25,1808.25,1743,1751.03,1858399
5/29/2018 15:30:00,1764.95,1772,1744,1761.75,1762656
5/30/2018 15:30:00,1754.53,1766.5,1741.25,1757.05,1889553
5/31/2018 15:30:00,1734,1759.05,1726.1,1741.05,5049371
06-01-2018 15:30,1754,1758,1716,1732,1603856
06-04-2018 15:30,1745,1749,1712.6,1744.25,1681483
06-05-2018 15:30,1744,1751.9,1711.15,1721.6,2449568
06-06-2018 15:30,1723,1734.9,1715.2,1725.75,2236512
06-07-2018 15:30,1725,1749,1723.8,1735.55,2414762
06-08-2018 15:30,1735,1757.3,1735,1747.1,2582138
06-11-2018 15:30,1747.1,1763,1743,1749.7,2179378
06-12-2018 15:30,1757,1785,1753,1781,4608875
6/13/2018 15:30:00,1816,1831.65,1798,1824.1,5370983
6/14/2018 15:30:00,1830,1832.3,1784,1787.55,3819998
6/15/2018 15:30:00,1800,1847.1,1788.6,1840.05,9183574
6/18/2018 15:30:00,1867.95,1867.95,1822.15,1829,4674987
6/19/2018 15:30:00,1822.15,1839,1821,1824.5,3245034
6/20/2018 15:30:00,1832,1836.3,1818.6,1822.45,3107695
6/21/2018 15:30:00,1832,1832,1817.6,1819.35,2910659
6/22/2018 15:30:00,1827,1827,1799.55,1809.8,2949458
6/25/2018 15:30:00,1811.9,1822.35,1806,1819.25,2083217
6/26/2018 15:30:00,1823,1861,1821,1852,4679712
6/27/2018 15:30:00,1860,1885.15,1851.25,1858,4081208
6/28/2018 15:30:00,1865,1871,1826.3,1842.7,4888125
6/29/2018 15:30:00,1844.9,1867.4,1842.3,1847.75,3506276
07-02-2018 15:30,1852,1857.8,1841.1,1851.35,2650290
07-03-2018 15:30,1859.95,1879.9,1857.05,1874.05,3242233
07-04-2018 15:30,1879.9,1879.9,1857.15,1866.15,2700614
07-05-2018 15:30,1873,1887.5,1862.1,1880.3,2472571
07-06-2018 15:30,1882.85,1921,1881.65,1912.95,3713781
07-09-2018 15:30,1924,1924.4,1876.5,1883,6151747
07-10-2018 15:30,1898,1898.9,1870.75,1875.1,5303302
07-11-2018 15:30,1900,1998,1894.15,1979.9,22903802
07-12-2018 15:30,1984,1990.9,1960.5,1971.35,6921701
7/13/2018 15:30:00,1975,1997.9,1974,1981.1,4148185
7/16/2018 15:30:00,1990,1996,1977.45,1989.2,2582159
7/17/2018 15:30:00,1989,2009,1981,2002.15,3315492
7/18/2018 15:30:00,2005,2011.7,1993.05,2000.25,2013869
7/19/2018 15:30:00,2002.1,2010.45,1970,1981.4,1746318
7/20/2018 15:30:00,1984.9,2000,1984,1996.6,1934995
7/23/2018 15:30:00,2001,2009.95,1986,2005.65,2086201
7/24/2018 15:30:00,2015,2015,1984.15,1999,2038423
7/25/2018 15:30:00,2001.9,2002,1968.4,1981.5,1535492
7/26/2018 15:30:00,1974.95,1985,1955.1,1964.7,3503036
7/27/2018 15:30:00,1960.85,1964.65,1940.3,1943.75,2033977
7/30/2018 15:30:00,1943,1954.7,1931.55,1944.6,1579251
7/31/2018 15:30:00,1942,1947,1928,1940.2,2204803
08-01-2018 15:30,1949.95,1981.55,1949.8,1976.5,2425180
08-02-2018 15:30,1980,1985,1945,1948.4,1509287
08-03-2018 15:30,1956.5,1982.05,1956.5,1979.45,1505131
08-06-2018 15:30,1997,1998.95,1972.25,1975.55,1532249
08-07-2018 15:30,1978.2,1979.15,1960.5,1967.35,1353560
08-08-2018 15:30,1972,1978.3,1962,1974,1315062
08-09-2018 15:30,1980,1980.8,1966,1974.35,2060297
08-10-2018 15:30,1980.95,1996.5,1972.05,1993.1,2784105
8/13/2018 15:30:00,1997.8,2004.25,1990,2000.15,3559575
8/14/2018 15:30:00,1992,2024.6,1982.4,2003.55,3311765
8/16/2018 15:30:00,2000.3,2020.05,1995,2008.5,2152065
8/17/2018 15:30:00,2013.85,2021.9,2004,2012.75,1213731
8/20/2018 15:30:00,2024,2024,2003.7,2009.95,1587032
8/21/2018 15:30:00,2010.15,2024,2004,2017.65,1376866
8/23/2018 15:30:00,2022.8,2038,2020.3,2035.1,3046791
8/24/2018 15:30:00,2035.1,2046,2031,2043,1570533
8/27/2018 15:30:00,2043,2059,2035,2050.9,1532702
8/28/2018 15:30:00,2055,2072,2052,2069.2,1987983
8/29/2018 15:30:00,2072.5,2076.6,2045.6,2072,1525867
8/30/2018 15:30:00,2068,2085,2065.5,2082.4,2408020
8/31/2018 15:30:00,2082.3,2092,2074,2078.4,2504554
09-03-2018 15:30,2084.8,2090,2048.4,2052.9,1439711
09-04-2018 15:30,2059.8,2104.75,2056.95,2098.9,4420803
09-05-2018 15:30,2100,2107.25,2075.05,2079.25,1681106
09-06-2018 15:30,2075,2081.5,2060.3,2075.3,2238097
09-07-2018 15:30,2079.3,2084,2065.4,2079.85,1312182
09-10-2018 15:30,2084.4,2093.4,2074.25,2080.75,1530539
09-11-2018 15:30,2089,2089,2042.2,2046.25,3679745
09-12-2018 15:30,2052.35,2068.9,2040,2043.95,2307661
9/14/2018 15:30:00,2044,2071.55,2018.15,2065.4,3642038
9/17/2018 15:30:00,2070,2077.8,2054.55,2074.15,1033857
9/18/2018 15:30:00,2073,2078.8,2057.6,2070.75,1456507
9/19/2018 15:30:00,2071.9,2089,2066.85,2077.9,1301268
9/21/2018 15:30:00,2077,2121,2050.15,2103.15,4508530
9/24/2018 15:30:00,2115,2210.5,2098.15,2198.45,3032226
9/25/2018 15:30:00,2204.9,2211.9,2153.8,2183.2,2868778
9/26/2018 15:30:00,2187,2199,2135.1,2142.15,1970951
9/27/2018 15:30:00,2141.9,2209.7,2135.8,2188.85,3311802
9/28/2018 15:30:00,2178,2190,2158.85,2183.7,2904371
10-01-2018 15:30,2190.9,2275.95,2190.35,2255.55,3772208
10-03-2018 15:30,2250.3,2255,2155.6,2162.85,3902322
10-04-2018 15:30,2156.6,2156.65,2056.35,2064.8,4762419
10-05-2018 15:30,2050,2120,2020.9,2102.65,3417624
10-08-2018 15:30,2102.65,2122.2,2048.15,2077.55,2010154
10-09-2018 15:30,2080.35,2107.65,2053.2,2091.8,1867130
10-10-2018 15:30,2100,2105.95,2029,2043.6,2749573
10-11-2018 15:30,1985,2013,1941,1979.95,4700256
10-12-2018 15:30,1978,1978,1903,1918.3,9373289
10/15/2018 15:30:00,1940,1955.55,1920,1949.5,2638151
10/16/2018 15:30:00,1958,1971.9,1935,1962.3,2815425
10/17/2018 15:30:00,1970,1989,1920,1929.4,2779207
10/19/2018 15:30:00,1929,1929,1870.05,1913.2,3428776
10/22/2018 15:30:00,1914,1916,1886.95,1903,1778496
10/23/2018 15:30:00,1888,1898,1837,1843.65,2752811
10/24/2018 15:30:00,1852.05,1874,1811.1,1848.5,2735913
10/25/2018 15:30:00,1844,1876.9,1825.05,1853,2507233
10/26/2018 15:30:00,1853.9,1853.9,1791.1,1799.1,2285970
10/29/2018 15:30:00,1808.7,1877.95,1784.35,1871,2609483
10/30/2018 15:30:00,1867,1909.4,1845,1894.8,2404883
10/31/2018 15:30:00,1900,1943.9,1875.45,1938.15,2769190
11-01-2018 15:30,1943.65,1944.35,1901.3,1935.75,2769759
11-02-2018 15:30,1934.2,1954.6,1905,1913.45,1818635
