Date,Open,High,Low,Close,Volume
1/31/2019 15:30:00,274.5,278.55,272.48,276.9,7694071
02-01-2019 15:30,277.58,279.34,272.63,278.66,3366604
02-04-2019 15:30,277.5,281.02,276.08,278.44,3143722
02-05-2019 15:30,277.5,279.15,274.35,276.34,2456401
02-06-2019 15:30,276.86,281.21,276.56,279.15,2179261
02-07-2019 15:30,279,280.88,277.24,280.2,2243431
02-08-2019 15:30,278.63,281.18,276.52,279.52,1400929
02-11-2019 15:30,278.18,283.05,277.27,279.79,2972778
02-12-2019 15:30,280.61,282.19,276.26,281.25,2977246
2/13/2019 15:30:00,281.1,284.77,279.94,283.09,3297274
2/14/2019 15:30:00,282.3,283.8,280.46,281.33,3074852
2/15/2019 15:30:00,281.44,283.01,277.61,282.08,3522673
2/19/2019 15:30:00,279.41,281.55,271.65,272.59,3064358
2/20/2019 15:30:00,272.4,280.5,270.9,279.15,4410484
2/21/2019 15:30:00,279.6,282.6,278.1,280.91,2573085
2/22/2019 15:30:00,281.25,285,280.13,284.06,3194664
2/25/2019 15:30:00,285.6,290.02,284.44,289.05,4678470
2/26/2019 15:30:00,288.38,291.71,285.94,290.74,3802537
2/27/2019 15:30:00,285.19,287.89,279.3,280.8,8009017
2/28/2019 15:30:00,281.18,282.52,274.95,276.68,9428265
03-01-2019 15:30,278.18,283.76,274.13,281.77,7036417
03-05-2019 15:30,280.5,280.99,271.5,272.7,13515990
03-06-2019 15:30,274.4,285.9,273.1,277.45,21507060
03-07-2019 15:30,280,280.3,267.5,268.85,8100134
03-08-2019 15:30,261.1,262.25,256.55,257.7,27344869
03-11-2019 15:30,259,260.9,257.45,259.75,7354227
03-12-2019 15:30,261,263.35,260.15,261.35,6290354
3/13/2019 15:30:00,262.5,265.6,256.2,257.9,7219723
3/14/2019 15:30:00,259.35,259.7,255,256.85,4489473
3/15/2019 15:30:00,258,264.25,257.2,263.45,8720097
3/18/2019 15:30:00,264.75,264.75,256.05,257.6,5748614
3/19/2019 15:30:00,257.8,258.9,255.1,257.45,5051847
3/20/2019 15:30:00,258.4,263,258.4,261.55,6114562
3/22/2019 15:30:00,262.45,263.75,258.5,260.55,3198029
3/25/2019 15:30:00,262,262,256,256.5,3373962
3/26/2019 15:30:00,257.1,258.6,253.4,255,3850516
3/27/2019 15:30:00,255.2,256.4,253.75,254.55,3357731
3/28/2019 15:30:00,255.9,257.9,254.1,254.75,7104836
3/29/2019 15:30:00,257.1,259.6,254.35,254.8,5241216
04-01-2019 15:30,256,263.9,255.95,261.65,7066566
04-02-2019 15:30,263.4,263.9,259.2,261.65,3706567
04-03-2019 15:30,262.4,263.1,258.2,261.65,3769354
04-04-2019 15:30,261,262.25,254.95,259.05,6419198
04-05-2019 15:30,261,263.85,259.5,262.1,3614552
04-08-2019 15:30,263.7,265.5,260.75,263.7,3637464
04-09-2019 15:30,263.5,275,263.35,273.8,13991384
04-10-2019 15:30,278,281.8,275,281,18530666
04-11-2019 15:30,283.5,284.6,280.15,281.3,9441628
04-12-2019 15:30,282.4,284.7,281.4,283.4,5789054
4/15/2019 15:30:00,285,289.5,284.15,287.7,7067192
4/16/2019 15:30:00,291.35,291.45,278,280.9,20367059
4/18/2019 15:30:00,289,289.55,280.2,284.8,27425578
4/22/2019 15:30:00,285.5,289,285.1,288.25,8412054
4/23/2019 15:30:00,289.7,291.85,286.7,291.1,6177784
4/24/2019 15:30:00,292.05,294.3,290.2,293.05,9149069
4/25/2019 15:30:00,293.05,295.95,292.85,295.2,10390816
4/26/2019 15:30:00,296.4,296.65,293.5,294.8,6196551
4/30/2019 15:30:00,295,299.45,295,298.55,7339917
05-02-2019 15:30,298.55,298.85,292.65,293.65,4539125
05-03-2019 15:30,293.5,293.7,288.55,290.9,7408308
05-06-2019 15:30,289.9,293.8,289.2,290.85,4304345
05-07-2019 19:00,292.65,294.95,290.3,293.85,4353844
05-08-2019 15:30,294.25,294.25,290.05,290.85,3952116
05-09-2019 15:30,291.8,293.1,290.3,291.05,3748997
05-10-2019 15:30,291.5,292.4,290,290.35,3066672
5/13/2019 15:30:00,290.5,293.5,288.25,289.1,4281950
5/14/2019 15:30:00,289,289,283.1,284.6,8370424
5/15/2019 15:30:00,285.5,285.95,282.3,283,4315622
5/16/2019 15:30:00,283.85,287,283.85,285.35,3595548
5/17/2019 15:30:00,286.5,289.9,285.3,286.4,3356781
5/20/2019 15:30:00,289.5,291.5,287.4,290.25,4183461
5/21/2019 15:30:00,290.6,291,286,286.9,2514667
5/22/2019 15:30:00,287,287.5,281,283.1,7650054
5/23/2019 15:30:00,285.6,285.9,281.5,282.2,4856284
5/24/2019 15:30:00,283.9,284.2,280,282.9,4927649
5/27/2019 15:30:00,284,284.1,280.2,280.5,5450311
5/28/2019 15:30:00,281,285.75,279.65,282.95,44137428
5/29/2019 15:30:00,284.5,288.5,283.5,285.7,5505873
5/30/2019 15:30:00,286,290,285.5,288,11575957
5/31/2019 15:30:00,288.15,290,285,286.4,7324481
06-03-2019 15:30,288.5,292.05,287.25,291.3,5853338
06-04-2019 15:30,294,295.95,290.8,293.75,11081667
06-06-2019 15:30,294,294.6,291,291.5,8600880
06-07-2019 15:30,292.5,295.9,292,295.05,6784884
06-10-2019 15:30,295.75,298,295.5,297.1,7481893
06-11-2019 15:30,297,299.5,296.1,297.7,7234084
06-12-2019 15:30,297.5,298.8,296.85,298,6222540
6/13/2019 15:30:00,298,298.9,297.15,298.4,5002281
6/14/2019 15:30:00,298.75,301.6,298,298.8,7965803
6/17/2019 15:30:00,300,300.75,298.85,299.15,6178604
6/18/2019 15:30:00,299.5,300.5,296,298,8401792
6/19/2019 15:30:00,299,299.2,292.15,294.05,11902961
6/20/2019 15:30:00,284.05,287.8,282.4,286.95,9560422
6/21/2019 15:30:00,287,290,284.2,285.85,6477258
6/24/2019 15:30:00,285.5,287.6,283.15,283.9,3171739
6/25/2019 15:30:00,284,286.3,281.85,285.3,2809748
6/26/2019 15:30:00,285.15,288,284.55,286.15,2331769
6/27/2019 15:30:00,287.35,287.8,280.7,282.1,5089200
